Unnamed: 0,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector,Cluster
100,5 things to watch in the Chicago Bears-Minnesota Vikings game — plus our Week 12 predictions,0.0394252992118708,Minnesota Vikings QB Josh Dobbs and the status of Justin Jefferson and the Chicago Bears rookie cornerbacks are among the things to watch in Monday's game.,0.1198719418607652,Colleen Kane,0.0627910550683736,2
101,"DeMar DeRozan is ‘beyond frustrated,’ but he and other Chicago Bulls veterans aren’t pointing fingers at the front office",-0.0188193210051395,DeMar DeRozan and Nikola Vučević said they don't believe the Chicago Bulls front office needs to make major changes to turn around this season.,0.1426067229476757,Julia Poe,0.0524382183066336,2
102,Honda recalls select Accords and HR-Vs over missing piece in seat belt pretensioners,-0.0113846862222999,"More than 300,000 Accords and HR-Vs are potentially affected.",0.068938962300308,Associated Press Staff,0.0228950228920439,3
103,James Penley and Nazareth will catch you. And then surpass you. They show that one more time in 5A state final.,-0.0563259474583901,James Penley and his Nazareth teammates had withstood a bad start before. So he wasn’t fazed by a two-touchdown deficit on Saturday.,0.0461589473125059,Steve Reaven,0.0055224625393748,1
104,"A hobbled HJ Grigsby comes up big for Joliet Catholic against Nazareth. The pain? ‘On a scale of 10, it was an 11.’",-0.025922960252501,HJ Grigsby willed his way to 55 yards on 12 carries in second half as Joliet Catholic lost 38-20 to Nazareth in Class 5A state championship game.,0.0834706464775081,Jeff Vorva,-0.0303358428645879,4
105,Northern Illinois is bowl-eligible after beating Kent State 37-27 for its 2nd straight win and 6th overall,-0.071420130552724,"Northern Illinois (6-6, 5-3) closed the regular season with back-to-back wins to finish second in the Mid-American Conference’s West Division.",0.0758558014640584,Associated Press Staff,0.0547361632925458,3
106,"No. 3 Michigan beats No. 2 Ohio State for the 3rd year in a row, clinching a spot in the Big Ten title game with a 30-24 win",-0.0535058144814684,"With Jim Harbaugh nowhere in sight, J.J. McCarthy and Michigan stared down Ohio State in maybe the most consequential game in the history of the storied rivalry.",0.0753307351005787,Ralph D. Russo,0.0798769322864245,0
107,"Corey Perry will be away from the Chicago Blackhawks for the foreseeable future, GM Kyle Davidson says",-0.0451529643032699,Corey Perry’s agent said the forward has stepped away from the Chicago Blackhawks to attend to personal matters.,0.1462402502947952,Associated Press Staff,0.0819165460416115,2
108,"Meta Designed Products to Capitalize on Teen Vulnerabilities, States Allege",0.0159745613345876,"Newly unredacted documents in complaint by attorneys general show Meta conversations about age, product design and potential harms",0.1080696582212112,Jeff Horwitz,0.0494642101111821,4
109,Michigan State hires Jonathan Smith away from Oregon State as its new football coach,-0.0582166731473989,Michigan State is hoping Jonathan Smith can rebuild a football program that crumbled with Mel Tucker in charge.,0.0835381699653226,Larry Lage,0.0405203516129404,3
110,"Saturday forecast: Slight chance of snow expected later in some parts of Cook, Lake, Will counties, officials say",-0.0024182724300771,"Officials issued a hazardous weather outlook Saturday morning for portions of north central and northeast Illinois, and northwest Indiana. Officials are expecting limited snow across the area after midnight.",0.0997669575608597,Deanese Williams-Harris,0.1115742136898916,0
111,US Black Friday sales rise 2.5% -Mastercard Spendingpulse,-0.0246256544924108,"Mastercard <a href=""https://www.reuters.com/markets/companies/MA.N"" target=""_blank"">(MA.N)</a> Spendingpulse said on Saturday that U.S. retail sales on Black Friday rose 2.5% year-over-year excluding automotive sales, not adjusted for inflation.",0.1158766888038371,Reuters,0.0344419361208565,4
112,Cyberattack on Kansas Courts Leaves Lawyers Filing ‘Everything by Fax’,0.0186269972473382,Cyberattack on Kansas Courts Leaves Lawyers Filing ‘Everything by Fax’wsj.com,0.033792938105762,Shannon Najmabadi,0.0472284386050887,3
113,Natural-Gas Pipelines Are Old. Will Regulators Let Utilities Invest in Them?,-0.0266189789981581,"Some states and cities want to ban gas stoves and other appliances, but utilities say they need to invest in aging gas infrastructure",0.0790748482686467,Katherine Blunt,0.0521363164807553,3
114,X may lose up to $75M by year-end on advertiser exodus,-0.0961815052432939,"Elon Musk-owned social media company X could lose as much as $75 million in advertising revenue by the end of the year as dozens of major brands pause their marketing campaigns, the New York Times reported on Friday.",0.1262901154404971,Reuters,0.0351735572403413,4
115,"At least 2 wounded in armed robberies Friday on West, Northwest sides, Chicago police said",-0.0700490555027499,"Two men were wounded during armed robberies Friday night on the West and Northwest side, Chicago police said.",0.1190917561762034,Deanese Williams-Harris,0.0512412607204169,4
116,Sri Lanka to OK Sinopec's $4.5 bln refinery proposal on Monday -minister,-0.0332627312163822,"Sri Lanka will likely approve on Monday a proposal from Chinese state refiner Sinopec to build a $4.5-billion-dollar refinery, the South Asian island nation's energy minister said on Saturday.",0.1201984147774055,Uditha Jayasinghe,0.0127715733542572,4
117,"Blue sedan veers into lake, occupants flee scene, police say",-0.0277793298009783,"Shortly after 3 a.m., a blue sedan veered off the road into Lake Michigan in the 800 block of North DuSable Lake Shore Drive.",0.0341208742820526,Deanese Williams-Harris,0.0469784303277265,3
118,Tesla vs. Toyota Is the New Hot Battle in Cars,-0.0379125155959627,Elon Musk’s all-electric ambition faces renewed embrace of hybrids,0.0412567846942693,Tim Higgins,0.0352273998141754,3
119,The Game has big-time Big Ten — and CFP — stakes as No. 2 Ohio State faces No. 3 Michigan at the Big House,-0.1088166573317721,A spot in the Big Ten championship game and a path to the College Football Playoff will be at stake when No. 2 Ohio State play the No. 3 Michigan on Saturday at the Big House.,0.0820426535283331,Larry Lage,0.0971387912286445,0
120,American Borrowers Are Getting Closer to Maxing Out,-0.011626430787146,Credit-card utilization and delinquency rates are on the rise,0.0129875607672147,Telis Demos,0.0459351150639122,3
121,Letters: Does Biden’s age matter as much as people say it does? Thoughts from a former Watergate prosecutor.,-0.045702062518103,Biden’s mental capacity and legislative accomplishments far exceed Trump’s.,0.0794986395922023,Chicago Tribune,0.0637231991859152,3
122,‘Marijuana Moms’ take on prosecutor ‘Dad’ in controversy over mental health effects of cannabis,-0.0482147288275882,"The moms are a group of lawmakers who helped write the law that legalized pot in Illinois, and the dad is McHenry County State’s Attorney Patrick Kenneally.",0.1295425706775859,Robert McCoppin,0.1115074261906556,2
123,Faith leaders: Want to invest in Chicago? Take advantage of Small Business Saturday.,-0.0252465342637151,Here are just a few examples of how all of us in Chicago can invest in our neighborhoods.,0.082982619293034,"Otis Moss III, Ciera Bates-Chamberlain, Michael Pfleger, Seth Limmer",0.0316800388973206,4
124,When can I stop mowing my lawn this fall?,-0.0222452306188642,It is a good idea to mow the lawn at a shorter height when you mow for the last time.,-0.0319267876911908,Tim Johnson,0.0253311761189252,1
125,D.M. ‘Doc’ Mills: Michigan’s Bo Schembechler and Ohio State’s Woody Hayes are turning in their graves,-0.0120530319400131,The handling of the sign-stealing scandal by the University of Michigan has most old-timers very disappointed.,0.0388003818807192,D.M. “Doc” Mills,0.0186647686350625,1
126,"Biblioracle: Of all the self-help books, Adam Grant’s ‘Hidden Potential’ stands out",-0.0762571019004099,"Adam Grant's new book “Hidden Potential"" explores the conditions that allow for people to have the best possible chance of success.",0.0655327087079058,John Warner,0.0493306290882173,3
127,Brandon Johnson won office with a nontraditional vision for policing. Does his first CPD budget line up?,-0.1416943296790123,Does Mayor Johnson's first budget for the Chicago Police Department line up with his campaign promises on transforming public safety initiatives?,0.1620787675783503,Alice Yin,0.0588014317327179,2
128,Ask Amy: The power of saying no,-0.0157934883900452,"Mastering the power of saying “no” can be life-altering, writes Amy Dickinson.",0.0556584941223263,Amy Dickinson,0.0129572229343466,1
129,Bayer CEO Says Breakup Wouldn’t Fix All of the Company’s Ills,0.0128923800366465,Negative news and a share-price slump have reignited calls for the German crop-and-pharmaceutical group to spin off businesses,0.0727087606210261,William Boston,0.0330320691573433,3
130,Brazil signs on to global climate deal to triple renewable energy,-0.0598340960568748,"Brazil has signed onto an agreement to <a href=""/business/energy/brazil-set-widen-lead-cleanest-major-power-sector-maguire-2023-10-11/"">triple renewable energy</a> globally by 2030 and shift away from using coal, the country's Foreign Ministry said on Friday,…",0.0982559156836941,Reuters,0.0623153175693005,0
131,"After committing to Illinois, Aaron Ball leaves final imprint on program for St. Laurence. ‘Work and believe.’",-0.0312094010514556,Aaron Ball had 160 yards and a pair of TD on 26 carries in a 59-38 loss to Rochester in the Class 4A state championship game at Hancock Stadium.,0.0560489067502203,Jeff Vorva,0.0550820484932046,3
132,DeMar DeRozan ejected over last-second 3 — ‘I don’t care about no In-Season Tournament points’ — in another Chicago Bulls loss,-0.0306699526045122,DeMar DeRozan was ejected Friday for shouting down the Toronto Raptors bench in the final seconds of a 121-108 loss that knocked the Chicago Bulls out of In-Season Tournament contention.,0.1493605257419403,Julia Poe,0.0641652968513426,2
133,"Football and basketball scores for the Southland, Aurora, Elgin, Naperville and Lake County",-0.0387864306685514,"Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.",0.1464675601746421,From Staff Reports,-0.0283844808000139,4
134,Canada Takes $651 Million Write-Down on Trans Mountain Pipeline Project,-0.0367486256436677,Trans Mountain booked a net loss in the third quarter because of a goodwill impairment charge,0.0720258346409536,Paul Vieira,0.0139761218306375,4
135,Bryce Heard helps Homewood-Flossmoor turn back the clock at Chicago Heights Classic. ‘Sky’s the limit for us.’,-0.0647793665120843,Bryce Heard scored 16 points Friday night for the Vikings in a 49-39 victory over Bloom in the Chicago Heights Classic championship game.,0.0975921028293669,Patrick McGavin,0.0564827619637071,0
136,"Man stabbed on CTA bus in Grand Boulevard, police say",-0.0336211301910225,The offender fled the bus on foot.,0.0243424613436218,Alysa Guffey,0.0477655908835004,3
137,"Maeve Hassett, Oak Lawn’s only senior, handles leadership role. Once again. ‘She wants to be part of something.’",-0.0173437324119731,Maeve Hassett led Oak Lawn with six points and five rebounds in a 52-18 loss to Wheaton North in the Lyons Thanksgiving Tournament.,0.0412502332692383,Gregg Voss,0.0974055009282892,3
138,Chicago Blackhawks snap 5-game skid behind Jason Dickinson’s hat trick and Kevin Korchinski’s winning goal in OT,-0.0825561709934845,"Rookie defenseman Kevin Korchinski scored 4:30 into overtime, and the Chicago Blackhawks beat the Toronto Maple Leafs 4-3 on Friday at the United Center to stop a five-game slide.",0.1381474985973909,Tim Cronin,0.1156813894231163,2
139,Feds seek 13 months in prison for ex-Chicago firefighter who stormed US Capitol with right-wing militia group,-0.0100335622555576,"The retired firefighter allegedly stormed the U.S. Capitol on Jan. 6, 2021, with a far-right militia group and tried to force his way through a line of police officers to an area where some lawmakers had taken shelter.",0.058809889407712,Jason Meisner,-0.0039196714424178,1
140,Chicago Blackhawks snap 5-game skid behind Jason Dickinson’s hat trick and Kevin Korchinski’s winning goal in OT,-0.0825561709934845,"Rookie defenseman Kevin Korchinski scored 4:30 into overtime, and the Chicago Blackhawks beat the Toronto Maple Leafs 4-3 on Friday at the United Center to stop a five-game slide.",0.1381474985973909,Tim Cronin,0.1156813894231163,2
